"participant","prompt","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","dimension","slider_response"
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p04-cc","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"age",0.588
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-rc","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"age",0.426
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p08-rr","p08","dottygarter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,4,"age",0
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p01-is","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"age",1
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p08-ii","p08","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"age",0
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p05-cc","p05","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"age",0.298
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-rs","p04","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"age",0.626
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p07-rc","p07","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"age",0.481
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p05-ic","p05","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"age",0.413
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p06-si","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"age",0.352
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p06-sc","p06","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"age",0.554
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"age",0.302
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p08-ci","p08","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"age",0
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p06-sr","p06","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"age",0.397
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p01-ii","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"age",1
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p06-ir","p06","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,4,"age",0.343
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p04-ir","p04","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,4,"age",0.884
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p08-cs","p08","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,4,"age",0.346
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p06-ss","p06","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,4,"age",0.437
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p05-is","p05","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"age",0.692
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p04-si","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"age",0.651
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-ri","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"age",0.656
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p08-rc","p08","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,4,"age",0.371
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p04-ri","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"age",0.681
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p01-rs","p01","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,4,"age",1
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p04-ii","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"age",0.554
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p07-ci","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"age",0.552
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p07-sr","p07","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"age",0.42
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p04-is","p04","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,4,"age",0.682
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p07-cs","p07","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,4,"age",0.463
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p01-ci","p01","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"age",1
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p08-sr","p08","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,4,"age",0
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p01-ri","p01","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,4,"age",1
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p07-sc","p07","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"age",0.392
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p08-si","p08","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,4,"age",0
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p06-ic","p06","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"age",0.592
"exp125","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p01-sc","p01","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,4,"age",1
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p07-ss","p07","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",0.237
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p05-cr","p05","daggerparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.532
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p08-ri","p08","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.444
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p04-cs","p04","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.467
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p08-sr","p08","bottomcotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0.656
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p07-cr","p07","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.49
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p01-sc","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.541
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p07-si","p07","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.112
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p08-si","p08","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.928
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p01-ir","p01","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.26
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-ci","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.301
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p05-sr","p05","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0.78
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p01-rs","p01","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.518
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ii","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0.495
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p04-ir","p04","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.255
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p06-rr","p06","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.522
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p07-sc","p07","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.826
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p05-is","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",0.495
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper cabin</p>","dappercabin-p04-cc","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0.642
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p06-rc","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.31
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p07-ic","p07","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p06-cs","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.522
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p08-is","p08","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",1
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p06-ss","p06","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",1
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p01-ci","p01","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.232
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p05-rc","p05","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.273
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-ss","p01","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",0.191
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-sr","p04","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p06-is","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",0.038
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p05-ii","p05","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p04-rr","p04","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.527
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p06-cc","p06","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p08-cc","p08","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0.186
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p06-ri","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.204
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p01-cr","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.518
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p07-rs","p07","partycotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.84
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p01-rc","p01","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.32
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p04-sc","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.499
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p08-rs","p08","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.522
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p07-ir","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.31
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p05-ri","p05","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.223
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p07-ci","p07","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.255
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p04-ic","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0.532
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p05-rr","p05","bottomcotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.467
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p08-cs","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.702
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p05-ic","p05","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0.232
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p04-si","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.757
"exp131","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-ii","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0.273
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-ss","p06","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.946
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p01-ri","p01","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",0.997
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p01-sr","p01","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",0.937
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p04-ic","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.942
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p05-si","p05","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",0.923
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p04-rc","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p01-cs","p01","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p04-sr","p04","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p07-ii","p07","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p07-rc","p07","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p01-cr","p01","baggygarter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p07-cc","p07","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",1
"exp131","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p08-ci","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",1
