"participant","prompt","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","dimension","slider_response"
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p07-cr","p07","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.665
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p04-cr","p04","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.576
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p05-ss","p05","partycotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",0.417
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p04-sc","p04","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.705
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p06-sr","p06","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0.576
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p01-rs","p01","dottygarter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.452
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p05-ic","p05","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0.462
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-ii","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0.942
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p01-ic","p01","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0.571
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy cotton</p>","baggycotton-p07-is","p07","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",0.405
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p01-sr","p01","dottybutter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0.351
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-rr","p06","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.698
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p07-si","p07","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.482
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-rs","p04","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.235
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p07-ic","p07","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"education",0.578
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p06-ii","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0.45
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p08-rr","p08","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.898
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p05-cs","p05","daggerparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.571
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p04-ss","p04","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",0.533
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p07-rc","p07","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.838
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p07-rr","p07","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"education",0.93
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p01-sc","p01","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.381
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p08-ri","p08","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.953
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p07-rs","p07","partycotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"education",0.89
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-ri","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.571
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-cc","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0.205
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p06-ir","p06","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.583
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p05-ir","p05","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.653
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dagger party</p>","daggerparty-p01-ir","p01","daggerparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"education",0.369
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p06-rc","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.581
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p04-ci","p04","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.405
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p06-cs","p06","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.782
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p07-ii","p07","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"education",0.885
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p04-is","p04","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",0.201
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p01-ci","p01","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.4
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy bottom</p>","baggybottom-p08-cs","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"education",0.924
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p05-ci","p05","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"education",0.422
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>baggy garter</p>","baggygarter-p01-is","p01","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"education",0.355
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p08-ss","p08","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"education",0.918
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-si","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.648
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p04-cc","p04","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0.629
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p06-sc","p06","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"education",0.456
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p04-si","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"education",0.413
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin dagger</p>","cabindagger-p06-cc","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"education",0.617
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p08-rc","p08","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"education",0.902
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p05-sr","p05","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"education",0.623
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p01-ri","p01","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"education",0.409
"exp101","<p class='top-prompt'>How educated does this speaker sound?</p><p class='bottom-prompt'>cabin party</p>","cabinparty-p08-cr","p08","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"education",0.919
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p08-ci","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",0.123
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p01-ic","p01","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.808
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p04-sc","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.829
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p06-ii","p06","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",0.614
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy bottom</p>","baggybottom-p07-cs","p07","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",0.617
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p01-ir","p01","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.984
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p04-ii","p04","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",0.586
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p05-is","p05","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.884
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>baggy bottom</p>","baggybottom-p08-cr","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",0.044
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p01-sr","p01","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",0.978
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p06-si","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",0.433
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p05-rr","p05","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.593
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p04-ci","p04","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",0.638
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p07-ss","p07","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.622
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p04-cr","p04","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",0.634
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p06-rs","p06","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",0.71
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p08-sr","p08","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",0.102
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p07-is","p07","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.103
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p01-cc","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",0.985
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty butter</p>","dottybutter-p04-rr","p04","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.867
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin gutter</p>","cabingutter-p05-cr","p05","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,2,"accent",0.753
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton button</p>","cottonbutton-p04-ss","p04","cottonbutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.636
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p07-rc","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",0.665
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p05-ii","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"accent",0.663
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p04-is","p04","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"accent",0.749
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cotton</p>","baddercotton-p06-cs","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",0.297
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p07-si","p07","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",0.734
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p07-sr","p07","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"accent",0.344
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tagger cabin</p>","taggercabin-p06-ic","p06","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.749
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cabin tagger</p>","cabintagger-p05-cc","p05","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",0.739
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p01-rc","p01","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",0.987
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p01-cs","p01","badderparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"accent",0.945
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>cotton cabin</p>","cottoncabin-p04-ri","p04","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",0.821
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p05-rc","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"accent",0.282
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p01-rs","p01","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",0.965
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cotton</p>","bottomcotton-p06-rr","p06","bottomcotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,2,"accent",0.773
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper party</p>","dapperparty-p08-ir","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.034
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty dagger</p>","dottydagger-p06-ri","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",0.855
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder dagger</p>","badderdagger-p08-cc","p08","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"accent",0.061
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder party</p>","badderparty-p06-ir","p06","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"accent",0.301
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>badder cabin</p>","baddercabin-p07-ci","p07","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"accent",0.682
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom dagger</p>","bottomdagger-p08-sc","p08","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.095
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>party button</p>","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"accent",0.155
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dapper dagger</p>","dapperdagger-p07-ic","p07","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"accent",0.736
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty cabin</p>","dottycabin-p01-sc","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"accent",0.959
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom cabin</p>","bottomcabin-p08-ri","p08","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"accent",0.361
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p05-si","p05","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"accent",0.338
"exp101","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dotty garter</p>","dottygarter-p08-ss","p08","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"accent",0.033
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>bottom baggy</p>","bottombaggy-p04-ri","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"age",0.654
"exp101","<p class='top-prompt'>How old does this speaker sound?</p><p class='bottom-prompt'>party cotton</p>","partycotton-p08-sr","p08","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"age",0.114
