"participant","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","binary_response","binary_response_numeric"
"exp229","bigdad-p04-cc","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,1,"older",1
"exp229","thickpig-p06-ic","p06","thickpig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,1,"older",1
"exp229","tagback-p08-cc","p08","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,1,"older",1
"exp229","badbid-p01-ii","p01","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,"older",1
"exp229","kickback-p08-ii","p08","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,1,"younger",0
"exp229","bigkid-p08-cc","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,1,"younger",0
"exp229","pigdig-p04-ci","p04","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,"younger",0
"exp229","bigkid-p01-ic","p01","bigkid","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,1,"younger",0
"exp229","kickback-p04-ic","p04","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,1,"younger",0
"exp229","digbig-p06-ci","p06","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,"younger",0
"exp229","badbid-p04-ii","p04","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,1,"younger",0
"exp229","badgig-p06-cc","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,1,"older",1
"exp229","badfig-p08-ic","p08","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,1,"younger",0
"exp229","pigdig-p01-ci","p01","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,1,"older",1
"exp229","bigbag-p07-ci","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,1,"older",1
"exp229","bigdad-p08-ic","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,1,"younger",0
"exp229","baddad-p06-ii","p06","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"older",1
"exp229","badbid-p08-ci","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,1,"younger",0
"exp229","pickdad-p01-ii","p01","pickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,"more masculine",1
"exp229","badpig-p06-ic","p06","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,2,"less masculine",0
"exp229","badback-p05-cc","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","bagtag-p07-ic","p07","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"less masculine",0
"exp229","badpig-p05-ci","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","bigbag-p07-cc","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","badgig-p04-ci","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","badback-p08-ci","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"more masculine",1
"exp229","pickpack-p04-cc","p04","pickpack","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","bigbag-p05-cc","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,"less masculine",0
"exp229","bagtag-p08-cc","p08","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","bigfig-p05-ci","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,"less masculine",0
"exp229","digbig-p01-cc","p01","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,"less masculine",0
"exp229","pickdad-p05-ci","p05","pickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,"less masculine",0
"exp229","bigbag-p07-ci","p07","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,"more masculine",1
"exp229","badgig-p01-cc","p01","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,"more masculine",1
"exp229","bigpick-p07-ic","p07","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,2,"more masculine",1
"exp229","bigdad-p06-ci","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,"less masculine",0
"exp229","pickpack-p08-ii","p08","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,"less masculine",0
"exp229","baddad-p04-ic","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"more masculine",1
"exp229","badback-p07-ii","p07","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"more masculine",1
"exp229","bigpick-p05-ii","p05","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,2,"more masculine",1
"exp229","thickpig-p06-cc","p06","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,"less masculine",0
"exp229","digbig-p08-cc","p08","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,"less masculine",0
"exp229","baddad-p04-cc","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","badback-p01-ii","p01","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"more masculine",1
"exp229","badbag-p06-ci","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"more masculine",1
"exp229","badkick-p01-ci","p01","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","pigdig-p07-ci","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","bigdad-p04-cc","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,2,"more masculine",1
"exp229","bigkick-p01-ci","p01","bigkick","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","badfig-p06-cc","p06","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,"less masculine",0
"exp229","baddad-p06-ii","p06","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"less masculine",0
"exp229","badkick-p08-cc","p08","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,"less masculine",0
"exp229","biggap-p01-ci","p01","biggap","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,2,"more masculine",1
"exp229","badgig-p08-ci","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,2,"less masculine",0
"exp229","badbag-p05-ic","p05","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,2,"less masculine",0
"exp229","bigfig-p04-ii","p04","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,2,"less masculine",0
"exp229","kickback-p08-ic","p08","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,2,"less masculine",0
"exp229","bigfig-p06-cc","p06","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,2,"more masculine",1
"exp229","badkick-p07-ii","p07","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,2,"more masculine",1
"exp229","pickpack-p06-ii","p06","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,2,"more masculine",1
"exp229","bagtag-p01-ci","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,2,"less masculine",0
"exp229","badfig-p04-ii","p04","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,2,"more masculine",1
"exp229","badbid-p05-ii","p05","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,2,"more masculine",1
"exp229","bigpig-p08-ii","p08","bigpig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,2,"more masculine",1
"exp229","bigfig-p04-ci","p04","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,2,"more masculine",1
"exp229","badfig-p07-cc","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,2,"more masculine",1
"exp229","badtap-p06-cc","p06","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","badpig-p05-ii","p05","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,"more well educated",1
"exp229","bigpick-p04-cc","p04","bigpick","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","badgig-p08-ii","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,"more well educated",1
"exp229","kickdad-p07-ic","p07","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,"more well educated",1
"exp229","bigdad-p08-ci","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,"less well educated",0
"exp229","baddad-p05-ic","p05","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"less well educated",0
"exp229","thickpig-p05-ci","p05","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","bigbag-p08-cc","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","kiddig-p06-cc","p06","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","bigdad-p07-cc","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","bagtag-p01-ci","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"less well educated",0
"exp229","pigdig-p07-ii","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,"more well educated",1
"exp229","badbag-p05-ii","p05","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"more well educated",1
"exp229","biggap-p01-ic","p01","biggap","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,"more well educated",1
"exp229","badgig-p06-ci","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","badkid-p01-ci","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","bigkick-p08-ci","p08","bigkick","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","badtap-p04-ii","p04","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"more well educated",1
"exp229","badbag-p07-cc","p07","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","badkick-p06-cc","p06","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","badgig-p05-cc","p05","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","badbid-p07-ii","p07","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,"more well educated",1
"exp229","badkick-p01-cc","p01","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"less well educated",0
"exp229","bigbag-p05-ci","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,"more well educated",1
"exp229","cabback-p04-ci","p04","cabback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"more well educated",1
"exp229","bigkid-p01-ii","p01","bigkid","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,"less well educated",0
"exp229","badtap-p08-ii","p08","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"more well educated",1
"exp229","bigpig-p05-ci","p05","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","kickback-p06-ic","p06","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,"more well educated",1
"exp229","bigbag-p05-cc","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","bigdad-p04-ci","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,"more well educated",1
"exp229","digbig-p01-cc","p01","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,"less well educated",0
"exp229","bigkid-p08-ci","p08","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","badkick-p04-cc","p04","badkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","bagtag-p01-cc","p01","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"more well educated",1
"exp229","pigdig-p07-ci","p07","pigdig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,"more well educated",1
"exp229","kickdad-p04-ii","p04","kickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,"less well educated",0
"exp229","badfig-p07-ci","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,"less well educated",0
"exp229","badback-p08-ic","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"less well educated",0
"exp229","kickback-p06-ii","p06","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,"more well educated",1
"exp229","badpig-p04-cc","p04","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"more well educated",1
"exp229","badback-p06-ci","p06","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"less well educated",0
"exp229","bigdad-p01-ii","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,"more well educated",1
"exp229","bigfig-p06-ii","p06","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,"more well educated",1
"exp229","badfig-p08-cc","p08","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,"less well educated",0
"exp229","kiddig-p04-cc","p04","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,"less well educated",0
"exp229","tagback-p07-ic","p07","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"more well educated",1
"exp229","bigpig-p04-cc","p04","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","bagtag-p08-ii","p08","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"not strong NZ accent",1
"exp229","badkid-p01-ii","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,"strong NZ accent",0
"exp229","bigfig-p05-cc","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","badpig-p08-ii","p08","badpig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,"strong NZ accent",0
"exp229","bigpig-p06-ci","p06","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,"strong NZ accent",0
"exp229","kickdad-p07-cc","p07","kickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,"not strong NZ accent",1
"exp229","bigpack-p06-ic","p06","bigpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,4,"not strong NZ accent",1
"exp229","badback-p04-ci","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"not strong NZ accent",1
"exp229","baddad-p01-ic","p01","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"not strong NZ accent",1
"exp229","bagtag-p06-ic","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"not strong NZ accent",1
"exp229","tagback-p05-ci","p05","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"not strong NZ accent",1
"exp229","baddad-p04-ii","p04","baddad","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"strong NZ accent",0
"exp229","bigpig-p07-cc","p07","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","pigdig-p04-ic","p04","pigdig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,"strong NZ accent",0
"exp229","badgig-p06-ii","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,"strong NZ accent",0
"exp229","badfig-p08-cc","p08","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","bigdad-p06-cc","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,"not strong NZ accent",1
"exp229","badbag-p01-cc","p01","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"not strong NZ accent",1
"exp229","pickpack-p04-ii","p04","pickpack","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,"not strong NZ accent",1
"exp229","bigpick-p08-ic","p08","bigpick","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,4,"strong NZ accent",0
"exp229","bigfig-p07-ii","p07","bigfig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,4,"strong NZ accent",0
"exp229","badgig-p04-cc","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","bigbag-p08-cc","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,"not strong NZ accent",1
"exp229","thickpig-p05-cc","p05","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,"not strong NZ accent",1
"exp229","badtap-p08-ic","p08","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"strong NZ accent",0
"exp229","bigbag-p04-ci","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,"not strong NZ accent",1
