"participant","stimulus","stimulus_voice","word_pair","variable_1","variable_2","vs","variable_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","binary_response","dimension","binary_response_numeric"
"exp107","bottomdagger-p04-ri","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"older","age",1
"exp107","cottonbutton-p07-ss","p07","cottonbutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"older","age",1
"exp107","cottonbutton-p01-sr","p01","cottonbutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"older","age",1
"exp107","dottydagger-p07-si","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,2,"older","age",1
"exp107","cabingutter-p01-cs","p01","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"younger","age",0
"exp107","partybutton-p04-ss","p04","partybutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,2,"older","age",1
"exp107","bottomcotton-p07-sr","p07","bottomcotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,2,"older","age",1
"exp107","partybutton-p08-rs","p08","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"younger","age",0
"exp107","taggercabin-p05-cc","p05","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,2,"younger","age",0
"exp107","partybutton-p05-rs","p05","partybutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"younger","age",0
"exp107","dottycabin-p01-sc","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"younger","age",0
"exp107","baddercabin-p04-ii","p04","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"older","age",1
"exp107","taggercabin-p07-ii","p07","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,2,"older","age",1
"exp107","bottomcotton-p06-rs","p06","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,2,"older","age",1
"exp107","dottydagger-p01-rc","p01","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,2,"younger","age",0
"exp107","bottomcabin-p06-sc","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,2,"younger","age",0
"exp107","cabingutter-p04-cs","p04","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,2,"older","age",1
"exp107","bottomdagger-p07-ri","p07","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,2,"younger","age",0
"exp107","baggygarter-p06-is","p06","baggygarter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,2,"older","age",1
"exp107","dapperparty-p05-ir","p05","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,2,"older","age",1
"exp107","cabinparty-p05-cs","p05","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","dapperparty-p06-ir","p06","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","cottonbutton-p01-rs","p01","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","baggybottom-p08-cs","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"strong NZ accent","accent",0
"exp107","cabinparty-p04-is","p04","cabinparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","cabintagger-p01-ci","p01","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","cottonbutton-p07-ss","p07","cottonbutton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","dapperparty-p07-ir","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","baddercabin-p08-ci","p08","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"strong NZ accent","accent",0
"exp107","cabinparty-p04-cr","p04","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","cabindagger-p05-ii","p05","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","baggycotton-p07-cr","p07","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","bottombaggy-p08-si","p08","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","cottoncabin-p07-sc","p07","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","cottonbutton-p06-sr","p06","cottonbutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","cabingutter-p05-ir","p05","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","dapperdagger-p06-ic","p06","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","dottybutter-p04-rs","p04","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","baddercotton-p06-is","p06","baddercotton","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","dottycabin-p01-ri","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","badderdagger-p05-cc","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"strong NZ accent","accent",0
"exp107","dapperdagger-p08-ic","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","cottoncabin-p07-rc","p07","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"not strong NZ accent","accent",1
"exp107","partycotton-p05-ss","p05","partycotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"strong NZ accent","accent",0
"exp107","cabingutter-p01-cs","p01","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,3,"strong NZ accent","accent",0
"exp107","bottombaggy-p04-sc","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"strong NZ accent","accent",0
"exp107","partycotton-p04-sr","p04","partycotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","taggercabin-p01-cc","p01","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","baddercabin-p07-ii","p07","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","partycotton-p08-ss","p08","partycotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","cottoncabin-p05-ri","p05","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","dottybutter-p07-sr","p07","dottybutter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,3,"strong NZ accent","accent",0
"exp107","partycotton-p05-rr","p05","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","bottomdagger-p04-rc","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"not strong NZ accent","accent",1
"exp107","partybutton-p01-rr","p01","partybutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","bottomcotton-p06-rs","p06","bottomcotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","cottoncabin-p01-si","p01","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"strong NZ accent","accent",0
"exp107","baggycotton-p08-cr","p08","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,3,"strong NZ accent","accent",0
"exp107","taggercabin-p07-ci","p07","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","badderdagger-p04-ic","p04","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","dottycabin-p05-sc","p05","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","cottoncabin-p06-rc","p06","cottoncabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,3,"strong NZ accent","accent",0
"exp107","cottonbutton-p08-rr","p08","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","cabindagger-p06-ii","p06","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,"strong NZ accent","accent",0
"exp107","bottombaggy-p08-ri","p08","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,3,"not strong NZ accent","accent",1
"exp107","baddercabin-p04-cc","p04","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,"not strong NZ accent","accent",1
"exp107","badderparty-p01-is","p01","badderparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,3,"not strong NZ accent","accent",1
"exp107","bottombaggy-p06-si","p06","bottombaggy","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,3,"not strong NZ accent","accent",1
"exp107","daggerparty-p01-ir","p01","daggerparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","ir","TRAPInnovative","tConservative",FALSE,4,"more masculine","gender",1
"exp107","partycotton-p08-ss","p08","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","ss","tInnovative","tInnovative",TRUE,4,"less masculine","gender",0
"exp107","cabindagger-p04-cc","p04","cabindagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"more masculine","gender",1
"exp107","baddercabin-p01-ic","p01","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"more masculine","gender",1
"exp107","dapperdagger-p06-ii","p06","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"less masculine","gender",0
"exp107","bottomcabin-p08-sc","p08","bottomcabin","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"less masculine","gender",0
"exp107","dottydagger-p06-si","p06","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","si","tInnovative","TRAPInnovative",TRUE,4,"less masculine","gender",0
"exp107","badderdagger-p05-ii","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"less masculine","gender",0
"exp107","cabintagger-p07-cc","p07","cabintagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"more masculine","gender",1
"exp107","dottycabin-p05-ri","p05","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ri","tConservative","TRAPInnovative",FALSE,4,"more masculine","gender",1
"exp107","dapperparty-p04-ir","p04","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","ir","TRAPInnovative","tConservative",FALSE,4,"less masculine","gender",0
"exp107","taggercabin-p08-ci","p08","taggercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"less masculine","gender",0
"exp107","bottomdagger-p05-si","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","si","tInnovative","TRAPInnovative",TRUE,4,"less masculine","gender",0
"exp107","cabinparty-p05-cr","p05","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cr","TRAPConservative","tConservative",TRUE,4,"more masculine","gender",1
"exp107","dottybutter-p06-rr","p06","dottybutter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","rr","tConservative","tConservative",TRUE,4,"less masculine","gender",0
"exp107","partycotton-p05-sr","p05","partycotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","sr","tInnovative","tConservative",FALSE,4,"less masculine","gender",0
"exp107","bottomcabin-p07-rc","p07","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","rc","tConservative","TRAPConservative",TRUE,4,"more masculine","gender",1
"exp107","dottygarter-p04-rr","p04","dottygarter","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","rr","tConservative","tConservative",TRUE,4,"more masculine","gender",1
"exp107","badderdagger-p07-ic","p07","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"less masculine","gender",0
"exp107","dottybutter-p04-rs","p04","dottybutter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","rs","tConservative","tInnovative",FALSE,4,"more masculine","gender",1
"exp107","cabinparty-p06-cr","p06","cabinparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cr","TRAPConservative","tConservative",TRUE,4,"less masculine","gender",0
"exp107","dappercabin-p04-ci","p04","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"more masculine","gender",1
"exp107","dottygarter-p01-rs","p01","dottygarter","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","rs","tConservative","tInnovative",FALSE,4,"more masculine","gender",1
"exp107","partycotton-p06-sr","p06","partycotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","sr","tInnovative","tConservative",FALSE,4,"less masculine","gender",0
"exp107","dappercabin-p01-cc","p01","dappercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,"more masculine","gender",1
"exp107","dapperparty-p07-cs","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,4,"more masculine","gender",1
"exp107","cottoncabin-p01-ri","p01","cottoncabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ri","tConservative","TRAPInnovative",FALSE,4,"more masculine","gender",1
"exp107","badderdagger-p05-ic","p05","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,"less masculine","gender",0
"exp107","partycotton-p07-rr","p07","partycotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","rr","tConservative","tConservative",TRUE,4,"less masculine","gender",0
"exp107","cottonbutton-p05-ss","p05","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","ss","tInnovative","tInnovative",TRUE,4,"more masculine","gender",1
"exp107","dapperdagger-p08-ii","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,"less masculine","gender",0
"exp107","cabingutter-p01-is","p01","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","is","TRAPInnovative","tInnovative",TRUE,4,"more masculine","gender",1
"exp107","bottomdagger-p04-rc","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","rc","tConservative","TRAPConservative",TRUE,4,"more masculine","gender",1
"exp107","cottonbutton-p08-sr","p08","cottonbutton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","sr","tInnovative","tConservative",FALSE,4,"less masculine","gender",0
"exp107","cabingutter-p06-ir","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","ir","TRAPInnovative","tConservative",FALSE,4,"more masculine","gender",1
"exp107","dapperparty-p08-is","p08","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","is","TRAPInnovative","tInnovative",TRUE,4,"less masculine","gender",0
"exp107","dottygarter-p01-ss","p01","dottygarter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","ss","tInnovative","tInnovative",TRUE,4,"more masculine","gender",1
"exp107","partybutton-p07-rs","p07","partybutton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","rs","tConservative","tInnovative",FALSE,4,"less masculine","gender",0
"exp107","dottycabin-p01-si","p01","dottycabin","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","si","tInnovative","TRAPInnovative",TRUE,4,"more masculine","gender",1
"exp107","dottydagger-p08-rc","p08","dottydagger","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","rc","tConservative","TRAPConservative",TRUE,4,"less masculine","gender",0
"exp107","bottomdagger-p07-sc","p07","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"more masculine","gender",1
"exp107","bottombaggy-p04-sc","p04","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","sc","tInnovative","TRAPConservative",FALSE,4,"more masculine","gender",1
"exp107","cabingutter-p08-cs","p08","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,4,"less masculine","gender",0
"exp107","dottycabin-p06-ri","p06","dottycabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ri","tConservative","TRAPInnovative",FALSE,4,"less masculine","gender",0
"exp107","baddercotton-p04-cr","p04","baddercotton","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cr","TRAPConservative","tConservative",TRUE,4,"more masculine","gender",1
"exp107","baggycotton-p05-cs","p05","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cs","TRAPConservative","tInnovative",FALSE,4,"less masculine","gender",0
"exp107","badderdagger-p06-ci","p06","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,4,"less masculine","gender",0
"exp107","dapperparty-p07-is","p07","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","is","TRAPInnovative","tInnovative",TRUE,4,"more masculine","gender",1
"exp113","dapperdagger-p08-ic","p08","dapperdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,1,"more well educated","education",1
"exp113","bottomdagger-p05-rc","p05","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"less well educated","education",0
"exp113","bottomcotton-p01-ss","p01","bottomcotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"more well educated","education",1
"exp113","cottonbutton-p04-rr","p04","cottonbutton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"less well educated","education",0
"exp113","partycotton-p05-rr","p05","partycotton","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"more well educated","education",1
"exp113","bottomcotton-p01-sr","p01","bottomcotton","t","t","tt",TRUE,"Conservative","Innovative","ConservativeInnovative","sr","tConservative","tInnovative",FALSE,1,"more well educated","education",1
"exp113","bottomdagger-p04-ri","p04","bottomdagger","t","TRAP","tTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ri","tInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp113","partycotton-p07-rs","p07","partycotton","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"more well educated","education",1
"exp113","bottomcabin-p07-si","p07","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","si","tConservative","TRAPInnovative",FALSE,1,"more well educated","education",1
"exp113","baddercabin-p05-ii","p05","baddercabin","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,1,"less well educated","education",0
"exp113","badderdagger-p01-ci","p01","badderdagger","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,1,"less well educated","education",0
"exp113","baggycotton-p08-cr","p08","baggycotton","TRAP","t","TRAPt",FALSE,"Conservative","Innovative","ConservativeInnovative","cr","TRAPConservative","tInnovative",FALSE,1,"more well educated","education",1
"exp113","baggycotton-p07-ir","p07","baggycotton","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"more well educated","education",1
"exp113","baggybottom-p08-is","p08","baggybottom","TRAP","t","TRAPt",FALSE,"Innovative","Conservative","InnovativeConservative","is","TRAPInnovative","tConservative",FALSE,1,"less well educated","education",0
"exp113","dottybutter-p08-rs","p08","dottybutter","t","t","tt",TRUE,"Innovative","Conservative","InnovativeConservative","rs","tInnovative","tConservative",FALSE,1,"more well educated","education",1
"exp113","bottomcabin-p06-sc","p06","bottomcabin","t","TRAP","tTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","sc","tConservative","TRAPConservative",TRUE,1,"more well educated","education",1
"exp113","dottybutter-p07-rr","p07","dottybutter","t","t","tt",TRUE,"Innovative","Innovative","InnovativeInnovative","rr","tInnovative","tInnovative",TRUE,1,"less well educated","education",0
"exp113","cabingutter-p06-cs","p06","cabingutter","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"less well educated","education",0
"exp113","dapperparty-p05-ir","p05","dapperparty","TRAP","t","TRAPt",FALSE,"Innovative","Innovative","InnovativeInnovative","ir","TRAPInnovative","tInnovative",TRUE,1,"more well educated","education",1
"exp113","bottombaggy-p06-rc","p06","bottombaggy","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"less well educated","education",0
"exp113","dottydagger-p07-rc","p07","dottydagger","t","TRAP","tTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","rc","tInnovative","TRAPConservative",FALSE,1,"more well educated","education",1
"exp113","daggerparty-p01-cs","p01","daggerparty","TRAP","t","TRAPt",FALSE,"Conservative","Conservative","ConservativeConservative","cs","TRAPConservative","tConservative",TRUE,1,"more well educated","education",1
"exp113","partycotton-p05-ss","p05","partycotton","t","t","tt",TRUE,"Conservative","Conservative","ConservativeConservative","ss","tConservative","tConservative",TRUE,1,"more well educated","education",1
